0.01	-858.06
0.02	-858.066
0.03	-858.061
0.04	-858.044
0.05	-858.011
0.06	-857.963
0.07	-857.903
0.08	-857.844
0.09	-857.805
0.1	-857.797
0.11	-857.823
0.12	-857.87
0.13	-857.926
0.14	-857.974
0.15	-858.008
0.16	-858.021
0.17	-858.017
0.18	-858
0.19	-857.974
0.2	-857.949
0.21	-857.93
0.22	-857.922
0.23	-857.922
0.24	-857.929
0.25	-857.938
0.26	-857.946
0.27	-857.953
0.28	-857.958
0.29	-857.961
0.3	-857.961
0.31	-857.961
0.32	-857.96
0.33	-857.959
0.34	-857.958
0.35	-857.96
0.36	-857.962
0.37	-857.966
0.38	-857.97
0.39	-857.976
0.4	-857.985
0.41	-857.997
0.42	-858.011
0.43	-858.02
0.44	-858.021
0.45	-858.014
0.46	-858.012
0.47	-858.018
0.48	-858.024
0.49	-858.017
0.5	-858.002
0.51	-857.994
0.52	-857.998
0.53	-858.015
0.54	-858.035
0.55	-858.051
0.56	-858.052
0.57	-858.035
0.58	-858.005
0.59	-857.981
0.6	-857.976
0.61	-857.995
0.62	-858.023
0.63	-858.047
0.64	-858.052
0.65	-858.04
0.66	-858.022
0.67	-858.008
0.68	-858.007
0.69	-858.022
0.7	-858.044
0.71	-858.059
0.72	-858.057
0.73	-858.039
0.74	-858.012
0.75	-857.995
0.76	-857.997
0.77	-858.009
0.78	-858.019
0.79	-858.025
0.8	-858.031
0.81	-858.036
0.82	-858.038
0.83	-858.038
0.84	-858.04
0.85	-858.043
0.86	-858.051
0.87	-858.06
0.88	-858.066
0.89	-858.062
0.9	-858.047
0.91	-858.035
0.92	-858.039
0.93	-858.055
0.94	-858.058
0.95	-858.068
0.96	-858.096
0.97	-858.113
0.98	-858.098
0.99	-858.059
1	-858.021
