0.01	-6890.58
0.02	-6890.6
0.03	-6890.57
0.04	-6890.43
0.05	-6890.16
0.06	-6889.76
0.07	-6889.27
0.08	-6888.8
0.09	-6888.49
0.1	-6888.42
0.11	-6888.62
0.12	-6888.99
0.13	-6889.41
0.14	-6889.77
0.15	-6890.03
0.16	-6890.15
0.17	-6890.15
0.18	-6890.06
0.19	-6889.92
0.2	-6889.78
0.21	-6889.65
0.22	-6889.56
0.23	-6889.51
0.24	-6889.5
0.25	-6889.51
0.26	-6889.56
0.27	-6889.62
0.28	-6889.7
0.29	-6889.76
0.3	-6889.8
0.31	-6889.81
0.32	-6889.79
0.33	-6889.76
0.34	-6889.74
0.35	-6889.75
0.36	-6889.78
0.37	-6889.84
0.38	-6889.9
0.39	-6889.94
0.4	-6889.96
0.41	-6889.96
0.42	-6889.96
0.43	-6889.97
0.44	-6890.01
0.45	-6890.07
0.46	-6890.13
0.47	-6890.16
0.48	-6890.17
0.49	-6890.14
0.5	-6890.1
0.51	-6890.06
0.52	-6890.05
0.53	-6890.09
0.54	-6890.16
0.55	-6890.21
0.56	-6890.21
0.57	-6890.19
0.58	-6890.15
0.59	-6890.14
0.6	-6890.16
0.61	-6890.2
0.62	-6890.23
0.63	-6890.26
0.64	-6890.28
0.65	-6890.31
0.66	-6890.35
0.67	-6890.34
0.68	-6890.29
0.69	-6890.25
0.7	-6890.26
0.71	-6890.29
0.72	-6890.3
0.73	-6890.31
0.74	-6890.3
0.75	-6890.3
0.76	-6890.33
0.77	-6890.33
0.78	-6890.33
0.79	-6890.36
0.8	-6890.42
0.81	-6890.47
0.82	-6890.49
0.83	-6890.5
0.84	-6890.48
0.85	-6890.44
0.86	-6890.4
0.87	-6890.37
0.88	-6890.35
0.89	-6890.35
0.9	-6890.39
0.91	-6890.46
0.92	-6890.54
0.93	-6890.6
0.94	-6890.6
0.95	-6890.56
0.96	-6890.51
0.97	-6890.48
0.98	-6890.46
0.99	-6890.44
1	-6890.41
