0.01	-1363.12
0.02	-1363.12
0.03	-1363.11
0.04	-1363.08
0.05	-1363.03
0.06	-1362.95
0.07	-1362.85
0.08	-1362.76
0.09	-1362.7
0.1	-1362.68
0.11	-1362.72
0.12	-1362.8
0.13	-1362.88
0.14	-1362.96
0.15	-1363.01
0.16	-1363.03
0.17	-1363.03
0.18	-1363.01
0.19	-1362.98
0.2	-1362.95
0.21	-1362.92
0.22	-1362.9
0.23	-1362.89
0.24	-1362.89
0.25	-1362.89
0.26	-1362.9
0.27	-1362.92
0.28	-1362.93
0.29	-1362.94
0.3	-1362.95
0.31	-1362.95
0.32	-1362.95
0.33	-1362.96
0.34	-1362.97
0.35	-1362.98
0.36	-1362.99
0.37	-1363
0.38	-1363
0.39	-1362.99
0.4	-1362.98
0.41	-1362.96
0.42	-1362.96
0.43	-1362.98
0.44	-1363
0.45	-1363.02
0.46	-1363.04
0.47	-1363.05
0.48	-1363.04
0.49	-1363.02
0.5	-1362.99
0.51	-1362.97
0.52	-1362.99
0.53	-1363.02
0.54	-1363.03
0.55	-1363.03
0.56	-1363.03
0.57	-1363.05
0.58	-1363.06
0.59	-1363.08
0.6	-1363.08
0.61	-1363.07
0.62	-1363.04
0.63	-1363.01
0.64	-1362.99
0.65	-1363
0.66	-1363.02
0.67	-1363.06
0.68	-1363.09
0.69	-1363.11
0.7	-1363.1
0.71	-1363.09
0.72	-1363.06
0.73	-1363.03
0.74	-1363.02
0.75	-1363.04
0.76	-1363.06
0.77	-1363.09
0.78	-1363.08
0.79	-1363.04
0.8	-1363.01
0.81	-1363.04
0.82	-1363.1
0.83	-1363.13
0.84	-1363.14
0.85	-1363.12
0.86	-1363.09
0.87	-1363.05
0.88	-1363.02
0.89	-1363.02
0.9	-1363.03
0.91	-1363.05
0.92	-1363.09
0.93	-1363.12
0.94	-1363.14
0.95	-1363.14
0.96	-1363.12
0.97	-1363.09
0.98	-1363.05
0.99	-1363.02
1	-1363.02
