0.01	-2036.8
0.02	-2036.8
0.03	-2036.79
0.04	-2036.75
0.05	-2036.67
0.06	-2036.54
0.07	-2036.39
0.08	-2036.24
0.09	-2036.14
0.1	-2036.13
0.11	-2036.2
0.12	-2036.32
0.13	-2036.45
0.14	-2036.57
0.15	-2036.64
0.16	-2036.68
0.17	-2036.67
0.18	-2036.64
0.19	-2036.6
0.2	-2036.56
0.21	-2036.52
0.22	-2036.49
0.23	-2036.48
0.24	-2036.47
0.25	-2036.46
0.26	-2036.47
0.27	-2036.48
0.28	-2036.51
0.29	-2036.53
0.3	-2036.54
0.31	-2036.54
0.32	-2036.55
0.33	-2036.54
0.34	-2036.54
0.35	-2036.53
0.36	-2036.53
0.37	-2036.52
0.38	-2036.53
0.39	-2036.55
0.4	-2036.58
0.41	-2036.61
0.42	-2036.64
0.43	-2036.66
0.44	-2036.66
0.45	-2036.65
0.46	-2036.63
0.47	-2036.61
0.48	-2036.59
0.49	-2036.59
0.5	-2036.6
0.51	-2036.59
0.52	-2036.59
0.53	-2036.61
0.54	-2036.63
0.55	-2036.65
0.56	-2036.69
0.57	-2036.72
0.58	-2036.73
0.59	-2036.72
0.6	-2036.7
0.61	-2036.68
0.62	-2036.66
0.63	-2036.63
0.64	-2036.62
0.65	-2036.64
0.66	-2036.67
0.67	-2036.68
0.68	-2036.71
0.69	-2036.74
0.7	-2036.77
0.71	-2036.77
0.72	-2036.71
0.73	-2036.65
0.74	-2036.64
0.75	-2036.64
0.76	-2036.66
0.77	-2036.73
0.78	-2036.78
0.79	-2036.79
0.8	-2036.75
0.81	-2036.7
0.82	-2036.67
0.83	-2036.66
0.84	-2036.66
0.85	-2036.68
0.86	-2036.72
0.87	-2036.75
0.88	-2036.76
0.89	-2036.74
0.9	-2036.7
0.91	-2036.67
0.92	-2036.66
0.93	-2036.66
0.94	-2036.67
0.95	-2036.68
0.96	-2036.71
0.97	-2036.73
0.98	-2036.76
0.99	-2036.77
1	-2036.76
