0.01	-5301.76
0.02	-5301.77
0.03	-5301.76
0.04	-5301.65
0.05	-5301.45
0.06	-5301.14
0.07	-5300.75
0.08	-5300.38
0.09	-5300.13
0.1	-5300.09
0.11	-5300.26
0.12	-5300.57
0.13	-5300.91
0.14	-5301.2
0.15	-5301.39
0.16	-5301.48
0.17	-5301.47
0.18	-5301.39
0.19	-5301.27
0.2	-5301.15
0.21	-5301.04
0.22	-5300.97
0.23	-5300.92
0.24	-5300.92
0.25	-5300.94
0.26	-5300.98
0.27	-5301.04
0.28	-5301.09
0.29	-5301.12
0.3	-5301.12
0.31	-5301.12
0.32	-5301.12
0.33	-5301.12
0.34	-5301.14
0.35	-5301.18
0.36	-5301.21
0.37	-5301.24
0.38	-5301.25
0.39	-5301.25
0.4	-5301.24
0.41	-5301.24
0.42	-5301.24
0.43	-5301.25
0.44	-5301.28
0.45	-5301.32
0.46	-5301.38
0.47	-5301.43
0.48	-5301.46
0.49	-5301.45
0.5	-5301.43
0.51	-5301.41
0.52	-5301.38
0.53	-5301.35
0.54	-5301.34
0.55	-5301.37
0.56	-5301.45
0.57	-5301.53
0.58	-5301.58
0.59	-5301.59
0.6	-5301.59
0.61	-5301.6
0.62	-5301.61
0.63	-5301.56
0.64	-5301.48
0.65	-5301.38
0.66	-5301.33
0.67	-5301.32
0.68	-5301.34
0.69	-5301.4
0.7	-5301.48
0.71	-5301.58
0.72	-5301.66
0.73	-5301.71
0.74	-5301.74
0.75	-5301.75
0.76	-5301.74
0.77	-5301.72
0.78	-5301.7
0.79	-5301.66
0.8	-5301.6
0.81	-5301.49
0.82	-5301.39
0.83	-5301.36
0.84	-5301.42
0.85	-5301.52
0.86	-5301.58
0.87	-5301.62
0.88	-5301.65
0.89	-5301.7
0.9	-5301.73
0.91	-5301.73
0.92	-5301.71
0.93	-5301.67
0.94	-5301.66
0.95	-5301.65
0.96	-5301.64
0.97	-5301.62
0.98	-5301.6
0.99	-5301.58
1	-5301.58
