0.01	-492.657
0.02	-492.662
0.03	-492.658
0.04	-492.647
0.05	-492.624
0.06	-492.589
0.07	-492.546
0.08	-492.505
0.09	-492.479
0.1	-492.477
0.11	-492.498
0.12	-492.533
0.13	-492.57
0.14	-492.6
0.15	-492.619
0.16	-492.624
0.17	-492.619
0.18	-492.606
0.19	-492.593
0.2	-492.582
0.21	-492.577
0.22	-492.575
0.23	-492.575
0.24	-492.574
0.25	-492.573
0.26	-492.571
0.27	-492.572
0.28	-492.574
0.29	-492.576
0.3	-492.578
0.31	-492.578
0.32	-492.577
0.33	-492.574
0.34	-492.572
0.35	-492.572
0.36	-492.577
0.37	-492.582
0.38	-492.587
0.39	-492.594
0.4	-492.6
0.41	-492.603
0.42	-492.605
0.43	-492.603
0.44	-492.601
0.45	-492.6
0.46	-492.611
0.47	-492.631
0.48	-492.648
0.49	-492.654
0.5	-492.642
0.51	-492.618
0.52	-492.595
0.53	-492.58
0.54	-492.579
0.55	-492.59
0.56	-492.611
0.57	-492.633
0.58	-492.652
0.59	-492.661
0.6	-492.66
0.61	-492.65
0.62	-492.632
0.63	-492.611
0.64	-492.594
0.65	-492.588
0.66	-492.594
0.67	-492.602
0.68	-492.611
0.69	-492.618
0.7	-492.627
0.71	-492.637
0.72	-492.651
0.73	-492.662
0.74	-492.666
0.75	-492.66
0.76	-492.648
0.77	-492.629
0.78	-492.608
0.79	-492.589
0.8	-492.577
0.81	-492.576
0.82	-492.587
0.83	-492.606
0.84	-492.627
0.85	-492.649
0.86	-492.662
0.87	-492.664
0.88	-492.652
0.89	-492.624
0.9	-492.591
0.91	-492.576
0.92	-492.591
0.93	-492.62
0.94	-492.64
0.95	-492.645
0.96	-492.635
0.97	-492.621
0.98	-492.618
0.99	-492.624
1	-492.63
